WARNING | 2021-12-02 02:03:37,496 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: rl_attempted_completion_function
ERROR   | 2021-12-02 03:23:02,187 | root     | got an error while analyzing rw_asgn
ERROR   | 2021-12-02 03:23:09,746 | root     | list index out of range
ERROR   | 2021-12-02 03:23:09,747 | root     | got an error while analyzing attrasgn_internal
ERROR   | 2021-12-02 03:23:34,521 | root     | b'out of memory'
ERROR   | 2021-12-02 03:23:34,521 | root     | got an error while analyzing rw_adds
ERROR   | 2021-12-02 03:24:25,799 | root     | b'out of memory'
ERROR   | 2021-12-02 03:24:25,799 | root     | got an error while analyzing rw_ges
ERROR   | 2021-12-02 03:24:31,405 | root     | b'out of memory'
ERROR   | 2021-12-02 03:24:31,405 | root     | got an error while analyzing rw_match
ERROR   | 2021-12-02 03:24:40,236 | root     | list index out of range
ERROR   | 2021-12-02 03:24:40,236 | root     | got an error while analyzing rw_builtin
ERROR   | 2021-12-02 03:24:42,153 | root     | b'out of memory'
ERROR   | 2021-12-02 03:24:42,153 | root     | got an error while analyzing run
ERROR   | 2021-12-02 03:25:42,148 | root     | b'out of memory'
ERROR   | 2021-12-02 03:25:42,148 | root     | got an error while analyzing add_match_segment
ERROR   | 2021-12-02 03:25:45,155 | root     | b'out of memory'
ERROR   | 2021-12-02 03:25:45,155 | root     | got an error while analyzing add_ref_segment
ERROR   | 2021-12-02 03:25:54,993 | root     | list index out of range
ERROR   | 2021-12-02 03:25:54,994 | root     | got an error while analyzing bi_gsub
ERROR   | 2021-12-02 03:26:03,573 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:03,573 | root     | got an error while analyzing bi_quote_string
ERROR   | 2021-12-02 03:26:05,474 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:05,475 | root     | got an error while analyzing bi_unquote_string
ERROR   | 2021-12-02 03:26:20,265 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:20,265 | root     | got an error while analyzing function_free
ERROR   | 2021-12-02 03:26:22,164 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:22,165 | root     | got an error while analyzing function_install
ERROR   | 2021-12-02 03:26:32,569 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:32,569 | root     | got an error while analyzing return_value
ERROR   | 2021-12-02 03:26:50,880 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:50,880 | root     | got an error while analyzing try_load
ERROR   | 2021-12-02 03:26:52,724 | root     | b'out of memory'
ERROR   | 2021-12-02 03:26:52,724 | root     | got an error while analyzing rewrite_load_module
ERROR   | 2021-12-02 03:27:14,092 | root     | b'out of memory'
ERROR   | 2021-12-02 03:27:14,092 | root     | got an error while analyzing grad_value_free
ERROR   | 2021-12-02 03:27:16,032 | root     | b'out of memory'
ERROR   | 2021-12-02 03:27:16,033 | root     | got an error while analyzing pipe_write
ERROR   | 2021-12-02 03:27:17,980 | root     | b'out of memory'
ERROR   | 2021-12-02 03:27:17,981 | root     | got an error while analyzing pipe_read
ERROR   | 2021-12-02 03:27:32,385 | root     | b'out of memory'
ERROR   | 2021-12-02 03:27:32,385 | root     | got an error while analyzing rpp_comparator
ERROR   | 2021-12-02 03:27:36,089 | root     | b'out of memory'
ERROR   | 2021-12-02 03:27:36,089 | root     | got an error while analyzing rpp_remove
ERROR   | 2021-12-02 03:27:55,349 | root     | b'out of memory'
ERROR   | 2021-12-02 03:27:55,349 | root     | got an error while analyzing rpp_forward_request
ERROR   | 2021-12-02 03:28:18,098 | root     | b'out of memory'
ERROR   | 2021-12-02 03:28:18,098 | root     | got an error while analyzing scheme_eval_avl
ERROR   | 2021-12-02 03:28:20,003 | root     | b'out of memory'
ERROR   | 2021-12-02 03:28:20,003 | root     | got an error while analyzing sql_auth_avail_p
ERROR   | 2021-12-02 03:28:21,877 | root     | b'out of memory'
ERROR   | 2021-12-02 03:28:21,877 | root     | got an error while analyzing timespan_new
ERROR   | 2021-12-02 03:28:27,027 | root     | b'out of memory'
ERROR   | 2021-12-02 03:28:27,027 | root     | got an error while analyzing timespan_parse
ERROR   | 2021-12-02 03:28:30,827 | root     | b'out of memory'
ERROR   | 2021-12-02 03:28:30,827 | root     | got an error while analyzing ts_parse
ERROR   | 2021-12-02 03:28:46,584 | root     | list index out of range
ERROR   | 2021-12-02 03:28:46,585 | root     | got an error while analyzing tsh_run_rewrite
ERROR   | 2021-12-02 03:28:48,555 | root     | list index out of range
ERROR   | 2021-12-02 03:28:48,556 | root     | got an error while analyzing tsh_source_rewrite
ERROR   | 2021-12-02 03:29:26,237 | root     | b'out of memory'
ERROR   | 2021-12-02 03:29:26,238 | root     | got an error while analyzing tsh_find_function
ERROR   | 2021-12-02 03:29:30,049 | root     | b'out of memory'
ERROR   | 2021-12-02 03:29:30,049 | root     | got an error while analyzing tsh_run_command
ERROR   | 2021-12-02 03:29:38,578 | root     | list index out of range
ERROR   | 2021-12-02 03:29:38,578 | root     | got an error while analyzing version
ERROR   | 2021-12-02 03:29:48,068 | root     | b'out of memory'
ERROR   | 2021-12-02 03:29:48,068 | root     | got an error while analyzing oid_dup
ERROR   | 2021-12-02 03:29:53,207 | root     | b'out of memory'
ERROR   | 2021-12-02 03:29:53,208 | root     | got an error while analyzing oid_create_from_string
ERROR   | 2021-12-02 03:29:55,160 | root     | list index out of range
ERROR   | 2021-12-02 03:29:55,160 | root     | got an error while analyzing oid_create_from_subid
ERROR   | 2021-12-02 03:29:57,045 | root     | b'out of memory'
ERROR   | 2021-12-02 03:29:57,046 | root     | got an error while analyzing oid_cmp
ERROR   | 2021-12-02 03:29:58,930 | root     | b'out of memory'
ERROR   | 2021-12-02 03:29:58,930 | root     | got an error while analyzing sprint_oid
ERROR   | 2021-12-02 03:30:00,815 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:00,816 | root     | got an error while analyzing snmp_pdu_create
ERROR   | 2021-12-02 03:30:04,596 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:04,596 | root     | got an error while analyzing snmp_pdu_add_var
ERROR   | 2021-12-02 03:30:09,749 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:09,749 | root     | got an error while analyzing snmp_pdu_encode
ERROR   | 2021-12-02 03:30:19,933 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:19,933 | root     | got an error while analyzing snmp_send
ERROR   | 2021-12-02 03:30:21,800 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:21,800 | root     | got an error while analyzing snmp_request_xmit
ERROR   | 2021-12-02 03:30:31,162 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:31,162 | root     | got an error while analyzing snmp_fdset
ERROR   | 2021-12-02 03:30:37,079 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:37,079 | root     | got an error while analyzing snmp_session_create
ERROR   | 2021-12-02 03:30:39,453 | root     | list index out of range
ERROR   | 2021-12-02 03:30:39,453 | root     | got an error while analyzing snmp_session_open
ERROR   | 2021-12-02 03:30:41,376 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:41,376 | root     | got an error while analyzing snmp_session_close
ERROR   | 2021-12-02 03:30:54,224 | root     | list index out of range
ERROR   | 2021-12-02 03:30:54,224 | root     | got an error while analyzing snmp_var_create
ERROR   | 2021-12-02 03:30:56,084 | root     | b'out of memory'
ERROR   | 2021-12-02 03:30:56,085 | root     | got an error while analyzing snmp_var_dup
ERROR   | 2021-12-02 03:31:00,028 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:00,028 | root     | got an error while analyzing snmp_var_decode
ERROR   | 2021-12-02 03:31:07,181 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:07,182 | root     | got an error while analyzing asn_decode_length
ERROR   | 2021-12-02 03:31:09,066 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:09,066 | root     | got an error while analyzing asn_encode_length
ERROR   | 2021-12-02 03:31:10,965 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:10,965 | root     | got an error while analyzing asn_recode_length
ERROR   | 2021-12-02 03:31:12,843 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:12,843 | root     | got an error while analyzing asn_encode_header
ERROR   | 2021-12-02 03:31:14,709 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:14,709 | root     | got an error while analyzing asn_decode_header
ERROR   | 2021-12-02 03:31:18,517 | root     | list index out of range
ERROR   | 2021-12-02 03:31:18,517 | root     | got an error while analyzing asn_decode_int
ERROR   | 2021-12-02 03:31:24,052 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:24,052 | root     | got an error while analyzing asn_decode_string
ERROR   | 2021-12-02 03:31:26,019 | root     | list index out of range
ERROR   | 2021-12-02 03:31:26,019 | root     | got an error while analyzing asn_encode_string
ERROR   | 2021-12-02 03:31:27,906 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:27,906 | root     | got an error while analyzing asn_decode_oid
ERROR   | 2021-12-02 03:31:29,809 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:29,809 | root     | got an error while analyzing asn_encode_oid
ERROR   | 2021-12-02 03:31:35,638 | root     | b'out of memory'
ERROR   | 2021-12-02 03:31:35,638 | root     | got an error while analyzing grad_argp_parse
ERROR   | 2021-12-02 03:32:02,658 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:02,658 | root     | got an error while analyzing validate_uparams
ERROR   | 2021-12-02 03:32:08,493 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:08,494 | root     | got an error while analyzing make_hol
ERROR   | 2021-12-02 03:32:12,342 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:12,342 | root     | got an error while analyzing hol_free
ERROR   | 2021-12-02 03:32:15,599 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:15,599 | root     | got an error while analyzing hol_entry_short_iterate
ERROR   | 2021-12-02 03:32:19,569 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:19,569 | root     | got an error while analyzing hol_entry_first_short
ERROR   | 2021-12-02 03:32:21,481 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:21,481 | root     | got an error while analyzing hol_entry_first_long
ERROR   | 2021-12-02 03:32:23,398 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:23,398 | root     | got an error while analyzing hol_find_entry
ERROR   | 2021-12-02 03:32:29,359 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:29,359 | root     | got an error while analyzing hol_cluster_cmp
ERROR   | 2021-12-02 03:32:31,226 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:31,226 | root     | got an error while analyzing hol_cluster_base
ERROR   | 2021-12-02 03:32:36,427 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:36,427 | root     | got an error while analyzing canon_doc_option
ERROR   | 2021-12-02 03:32:38,317 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:38,317 | root     | got an error while analyzing hol_entry_cmp
ERROR   | 2021-12-02 03:32:42,082 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:42,082 | root     | got an error while analyzing hol_sort
ERROR   | 2021-12-02 03:32:43,987 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:43,987 | root     | got an error while analyzing hol_append
ERROR   | 2021-12-02 03:32:48,028 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:48,028 | root     | got an error while analyzing space
ERROR   | 2021-12-02 03:32:51,115 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:51,115 | root     | got an error while analyzing arg
ERROR   | 2021-12-02 03:32:53,007 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:53,007 | root     | got an error while analyzing filter_doc
ERROR   | 2021-12-02 03:32:54,911 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:54,911 | root     | got an error while analyzing print_header
ERROR   | 2021-12-02 03:32:56,796 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:56,797 | root     | got an error while analyzing comma
ERROR   | 2021-12-02 03:32:58,690 | root     | b'out of memory'
ERROR   | 2021-12-02 03:32:58,690 | root     | got an error while analyzing hol_entry_help
ERROR   | 2021-12-02 03:33:00,570 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:00,571 | root     | got an error while analyzing hol_help
ERROR   | 2021-12-02 03:33:02,454 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:02,454 | root     | got an error while analyzing add_argless_short_opt
ERROR   | 2021-12-02 03:33:04,328 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:04,328 | root     | got an error while analyzing usage_argful_short_opt
ERROR   | 2021-12-02 03:33:06,206 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:06,207 | root     | got an error while analyzing usage_long_opt
ERROR   | 2021-12-02 03:33:09,354 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:09,354 | root     | got an error while analyzing hol_usage
ERROR   | 2021-12-02 03:33:11,272 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:11,272 | root     | got an error while analyzing argp_hol
ERROR   | 2021-12-02 03:33:13,147 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:13,147 | root     | got an error while analyzing argp_args_levels
ERROR   | 2021-12-02 03:33:15,025 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:15,025 | root     | got an error while analyzing argp_args_usage
ERROR   | 2021-12-02 03:33:16,924 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:16,924 | root     | got an error while analyzing argp_doc
ERROR   | 2021-12-02 03:33:39,180 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:39,180 | root     | got an error while analyzing find_long_option
ERROR   | 2021-12-02 03:33:41,080 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:41,080 | root     | got an error while analyzing group_parse
ERROR   | 2021-12-02 03:33:42,993 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:42,993 | root     | got an error while analyzing convert_options
ERROR   | 2021-12-02 03:33:44,872 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:44,872 | root     | got an error while analyzing parser_convert
ERROR   | 2021-12-02 03:33:46,752 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:46,752 | root     | got an error while analyzing calc_sizes
ERROR   | 2021-12-02 03:33:54,248 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:54,248 | root     | got an error while analyzing parser_parse_arg
ERROR   | 2021-12-02 03:33:58,045 | root     | b'out of memory'
ERROR   | 2021-12-02 03:33:58,045 | root     | got an error while analyzing parser_parse_next
ERROR   | 2021-12-02 03:34:09,017 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:09,017 | root     | got an error while analyzing bitset_set
ERROR   | 2021-12-02 03:34:10,940 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:10,940 | root     | got an error while analyzing bitset_clear
ERROR   | 2021-12-02 03:34:12,856 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:12,857 | root     | got an error while analyzing bitset_contain
ERROR   | 2021-12-02 03:34:20,179 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:20,179 | root     | got an error while analyzing bitset_not
ERROR   | 2021-12-02 03:34:22,084 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:22,084 | root     | got an error while analyzing bitset_merge
ERROR   | 2021-12-02 03:34:25,298 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:25,298 | root     | got an error while analyzing bitset_mask
ERROR   | 2021-12-02 03:34:27,205 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:27,205 | root     | got an error while analyzing re_string_char_size_at
ERROR   | 2021-12-02 03:34:29,108 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:29,108 | root     | got an error while analyzing re_string_wchar_at
ERROR   | 2021-12-02 03:34:32,815 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:32,815 | root     | got an error while analyzing re_string_allocate
ERROR   | 2021-12-02 03:34:36,885 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:36,885 | root     | got an error while analyzing re_string_realloc_buffers
ERROR   | 2021-12-02 03:34:38,770 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:38,770 | root     | got an error while analyzing re_string_construct_common
ERROR   | 2021-12-02 03:34:40,656 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:40,656 | root     | got an error while analyzing build_wcs_buffer
ERROR   | 2021-12-02 03:34:43,869 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:43,869 | root     | got an error while analyzing build_wcs_upper_buffer
ERROR   | 2021-12-02 03:34:45,760 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:45,760 | root     | got an error while analyzing re_string_skip_chars
ERROR   | 2021-12-02 03:34:47,686 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:47,686 | root     | got an error while analyzing build_upper_buffer
ERROR   | 2021-12-02 03:34:49,604 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:49,605 | root     | got an error while analyzing re_string_translate_buffer
ERROR   | 2021-12-02 03:34:51,492 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:51,492 | root     | got an error while analyzing re_string_reconstruct
ERROR   | 2021-12-02 03:34:53,372 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:53,372 | root     | got an error while analyzing re_string_peek_byte_case
ERROR   | 2021-12-02 03:34:55,251 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:55,251 | root     | got an error while analyzing re_string_fetch_byte_case
ERROR   | 2021-12-02 03:34:57,131 | root     | b'out of memory'
ERROR   | 2021-12-02 03:34:57,131 | root     | got an error while analyzing re_string_destruct
ERROR   | 2021-12-02 03:35:00,473 | root     | list index out of range
ERROR   | 2021-12-02 03:35:00,474 | root     | got an error while analyzing re_string_context_at
ERROR   | 2021-12-02 03:35:02,374 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:02,374 | root     | got an error while analyzing re_node_set_alloc
ERROR   | 2021-12-02 03:35:04,253 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:04,254 | root     | got an error while analyzing re_node_set_init_1
ERROR   | 2021-12-02 03:35:06,131 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:06,131 | root     | got an error while analyzing re_node_set_init_2
ERROR   | 2021-12-02 03:35:08,022 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:08,022 | root     | got an error while analyzing re_node_set_init_copy
ERROR   | 2021-12-02 03:35:09,916 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:09,916 | root     | got an error while analyzing re_node_set_add_intersect
ERROR   | 2021-12-02 03:35:15,882 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:15,882 | root     | got an error while analyzing re_node_set_insert
ERROR   | 2021-12-02 03:35:19,216 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:19,216 | root     | got an error while analyzing re_node_set_insert_last
ERROR   | 2021-12-02 03:35:23,287 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:23,288 | root     | got an error while analyzing re_node_set_contains
ERROR   | 2021-12-02 03:35:25,172 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:25,172 | root     | got an error while analyzing re_node_set_remove_at
ERROR   | 2021-12-02 03:35:27,071 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:27,072 | root     | got an error while analyzing re_dfa_add_node
ERROR   | 2021-12-02 03:35:29,018 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:29,018 | root     | got an error while analyzing calc_state_hash
ERROR   | 2021-12-02 03:35:30,930 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:30,930 | root     | got an error while analyzing re_acquire_state
ERROR   | 2021-12-02 03:35:32,826 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:32,826 | root     | got an error while analyzing re_acquire_state_context
ERROR   | 2021-12-02 03:35:34,718 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:34,718 | root     | got an error while analyzing register_state
ERROR   | 2021-12-02 03:35:37,914 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:37,914 | root     | got an error while analyzing free_state
ERROR   | 2021-12-02 03:35:44,273 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:44,273 | root     | got an error while analyzing rpl_re_compile_pattern
ERROR   | 2021-12-02 03:35:47,962 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:47,963 | root     | got an error while analyzing rpl_re_compile_fastmap
ERROR   | 2021-12-02 03:35:49,852 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:49,852 | root     | got an error while analyzing re_compile_fastmap_iter
ERROR   | 2021-12-02 03:35:51,861 | root     | list index out of range
ERROR   | 2021-12-02 03:35:51,861 | root     | got an error while analyzing rpl_regcomp
ERROR   | 2021-12-02 03:35:57,287 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:57,287 | root     | got an error while analyzing free_dfa_content
ERROR   | 2021-12-02 03:35:59,185 | root     | b'out of memory'
ERROR   | 2021-12-02 03:35:59,185 | root     | got an error while analyzing rpl_regfree
ERROR   | 2021-12-02 03:36:01,095 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:01,095 | root     | got an error while analyzing re_compile_internal
ERROR   | 2021-12-02 03:36:03,016 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:03,016 | root     | got an error while analyzing init_dfa
ERROR   | 2021-12-02 03:36:04,910 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:04,910 | root     | got an error while analyzing init_word_char
ERROR   | 2021-12-02 03:36:06,813 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:06,813 | root     | got an error while analyzing free_workarea_compile
ERROR   | 2021-12-02 03:36:08,702 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:08,702 | root     | got an error while analyzing create_initial_state
ERROR   | 2021-12-02 03:36:10,600 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:10,600 | root     | got an error while analyzing optimize_utf8
ERROR   | 2021-12-02 03:36:13,961 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:13,961 | root     | got an error while analyzing analyze
ERROR   | 2021-12-02 03:36:15,866 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:15,866 | root     | got an error while analyzing postorder
ERROR   | 2021-12-02 03:36:17,752 | root     | list index out of range
ERROR   | 2021-12-02 03:36:17,753 | root     | got an error while analyzing preorder
ERROR   | 2021-12-02 03:36:19,660 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:19,660 | root     | got an error while analyzing optimize_subexps
ERROR   | 2021-12-02 03:36:21,588 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:21,589 | root     | got an error while analyzing lower_subexps
ERROR   | 2021-12-02 03:36:23,530 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:23,530 | root     | got an error while analyzing lower_subexp
ERROR   | 2021-12-02 03:36:25,433 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:25,433 | root     | got an error while analyzing calc_first
ERROR   | 2021-12-02 03:36:27,325 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:27,326 | root     | got an error while analyzing calc_next
ERROR   | 2021-12-02 03:36:30,562 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:30,562 | root     | got an error while analyzing link_nfa_nodes
ERROR   | 2021-12-02 03:36:32,504 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:32,504 | root     | got an error while analyzing duplicate_node_closure
ERROR   | 2021-12-02 03:36:34,442 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:34,442 | root     | got an error while analyzing search_duplicated_node
ERROR   | 2021-12-02 03:36:36,360 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:36,361 | root     | got an error while analyzing duplicate_node
ERROR   | 2021-12-02 03:36:38,290 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:38,290 | root     | got an error while analyzing calc_inveclosure
ERROR   | 2021-12-02 03:36:40,214 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:40,214 | root     | got an error while analyzing calc_eclosure
ERROR   | 2021-12-02 03:36:42,166 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:42,166 | root     | got an error while analyzing calc_eclosure_iter
ERROR   | 2021-12-02 03:36:44,098 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:44,098 | root     | got an error while analyzing fetch_token
ERROR   | 2021-12-02 03:36:45,997 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:45,998 | root     | got an error while analyzing peek_token
ERROR   | 2021-12-02 03:36:49,207 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:49,207 | root     | got an error while analyzing peek_token_bracket
ERROR   | 2021-12-02 03:36:51,117 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:51,117 | root     | got an error while analyzing parse
ERROR   | 2021-12-02 03:36:53,007 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:53,007 | root     | got an error while analyzing parse_reg_exp
ERROR   | 2021-12-02 03:36:54,909 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:54,909 | root     | got an error while analyzing parse_branch
ERROR   | 2021-12-02 03:36:56,823 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:56,823 | root     | got an error while analyzing parse_expression
ERROR   | 2021-12-02 03:36:58,726 | root     | b'out of memory'
ERROR   | 2021-12-02 03:36:58,727 | root     | got an error while analyzing parse_sub_exp
ERROR   | 2021-12-02 03:37:00,642 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:00,643 | root     | got an error while analyzing parse_dup_op
ERROR   | 2021-12-02 03:37:02,551 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:02,551 | root     | got an error while analyzing build_range_exp
ERROR   | 2021-12-02 03:37:08,003 | root     | list index out of range
ERROR   | 2021-12-02 03:37:08,004 | root     | got an error while analyzing parse_bracket_exp
ERROR   | 2021-12-02 03:37:09,917 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:09,917 | root     | got an error while analyzing parse_bracket_element
ERROR   | 2021-12-02 03:37:11,809 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:11,810 | root     | got an error while analyzing parse_bracket_symbol
ERROR   | 2021-12-02 03:37:16,224 | root     | list index out of range
ERROR   | 2021-12-02 03:37:16,225 | root     | got an error while analyzing build_charclass
ERROR   | 2021-12-02 03:37:18,742 | root     | list index out of range
ERROR   | 2021-12-02 03:37:18,743 | root     | got an error while analyzing build_charclass_op
ERROR   | 2021-12-02 03:37:20,634 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:20,634 | root     | got an error while analyzing fetch_number
ERROR   | 2021-12-02 03:37:22,513 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:22,513 | root     | got an error while analyzing free_charset
ERROR   | 2021-12-02 03:37:27,723 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:27,723 | root     | got an error while analyzing create_token_tree
ERROR   | 2021-12-02 03:37:29,647 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:29,647 | root     | got an error while analyzing mark_opt_subexp
ERROR   | 2021-12-02 03:37:31,561 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:31,562 | root     | got an error while analyzing free_token
ERROR   | 2021-12-02 03:37:35,307 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:35,307 | root     | got an error while analyzing duplicate_tree
ERROR   | 2021-12-02 03:37:54,454 | root     | list index out of range
ERROR   | 2021-12-02 03:37:54,454 | root     | got an error while analyzing rpl_re_set_registers
ERROR   | 2021-12-02 03:37:56,343 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:56,343 | root     | got an error while analyzing re_search_internal
ERROR   | 2021-12-02 03:37:58,221 | root     | b'out of memory'
ERROR   | 2021-12-02 03:37:58,221 | root     | got an error while analyzing prune_impossible_nodes
ERROR   | 2021-12-02 03:38:01,462 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:01,462 | root     | got an error while analyzing check_matching
ERROR   | 2021-12-02 03:38:03,382 | root     | b'out of memory'
